"","playerId","position","heightInches","weight","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone","round","pick"
"126",20050153,"OT",79,328,22.6876712328767,5.52,33,28,4.77,110,7.8,5,153
"127",20050150,"OT",78,320,23.2849315068493,5.35,31,14,4.68,98,7.74,5,150
"128",20050032,"OG",76,308,23.1369863013699,5.14,30,21,4.44,95,7.52,1,32
"129",20050079,"OG",77,301,23.4904109589041,4.96,34,35,4.16,117,7.37,3,79
"130",20050214,"OT",80,330,23.5369863013699,5.45,25.5,26,4.8,90,7.97,6,214
"131",20050254,"OG",78,307,23.1972602739726,5.18,28.5,22,4.47,95,7.5,7,254
"132",20050163,"OT",76,315,22.4301369863014,5.4,28.5,22,4.72,101,8.19,5,163
"133",20050238,"OT",78,321,23.0493150684932,5.34,28.5,17,4.8,88,7.95,7,238
"134",20050122,"C",77,311,22.8794520547945,5.42,32,21,4.45,96,7.57,4,122
"135",20050041,"OT",79,313,22.5643835616438,5.28,29,19,4.5,96,7.72,2,41
"136",20050177,"OG",76,317,24.0575342465753,5.42,28,26,4.43,104,7.68,6,177
"137",20050094,"OT",78,325,23.2438356164384,5.37,28.5,21,4.83,93,7.83,3,94
"138",20050026,"C",75,308,23.0876712328767,5.24,29,26,4.59,104,8.06,1,26
"139",20050134,"OG",74,330,23.0246575342466,5.41,24.5,27,4.75,88,8.17,4,134
"140",20050172,"OG",76,312,23.7890410958904,5.07,32.5,43,4.37,115,7.46,5,172
"141",20060176,"OG",77,320,22.8328767123288,5.44,31.5,23,5.07,98,8.36,6,176
"142",20060089,"OT",76,310,23.2301369863014,5.32,28,16,4.55,106,7.9,3,89
"143",20060056,"OG",75,303,23.3095890410959,4.91,31.5,27,4.5,106,7.31,2,56
"144",20060187,"OT",78,320,22.4958904109589,5.34,26,24,4.63,102,7.8,6,187
"145",20060047,"OG",76,308,24.227397260274,5.07,32.5,21,4.58,110,7.43,2,47
"146",20060051,"C",78,331,22.9917808219178,5.49,26.5,28,4.66,97,7.93,2,51
"147",20060198,"C",75,292,23.0328767123288,5.18,30,28,4.68,101,7.59,6,198
"148",20060108,"OG",76,318,22.7013698630137,5.25,27,20,4.8,95,7.98,4,108
"149",20060099,"OG",75,320,22.4575342465753,5.54,24.5,27,5.08,95,8.56,4,99
"150",20060161,"OG",76,303,23.3753424657534,5.12,30,24,4.6,109,7.59,5,161
"151",20060041,"OG",76,338,23,5.46,28,26,4.76,97,8.04,2,41
"152",20060029,"C",76,307,22.3068493150685,5.09,27.5,24,4.36,104,7.47,1,29
"153",20060217,"OG",74,315,22.3041095890411,5.04,24.5,28,4.76,93,7.87,7,217
"154",20060069,"OG",78,315,23.013698630137,5.11,29.5,28,4.62,110,7.72,3,69
"155",20060234,"C",75,304,23.2219178082192,5.12,29.5,35,4.43,104,7.4,7,234
"156",20060139,"OT",77,295,22.0301369863014,5.49,28.5,21,5.11,102,8.45,5,139
"157",20060201,"C",73,300,24.2493150684931,5.29,27,27,4.69,96,7.85,6,201
"158",20060242,"OG",76,318,22.1698630136986,5.4,26.5,19,4.53,100,7.63,7,242
"159",20060112,"OG",75,315,24.0027397260274,5.19,28.5,20,4.98,101,8.13,4,112
"160",20060075,"OG",75,298,23.3753424657534,5.43,28.5,25,4.55,102,7.82,3,75
"161",20060205,"OG",77,300,23.5835616438356,5.39,24.5,24,4.59,100,7.58,6,205
"162",20060210,"OG",79,320,22.6164383561644,5.45,21,19,4.83,94,8.01,7,210
"163",20060162,"OG",78,303,23.0219178082192,5.12,26.5,23,4.7,100,7.45,5,162
"164",20060059,"OT",80,320,22.986301369863,5.31,27.5,20,4.68,96,7.82,2,59
"165",20060129,"OT",77,315,22.9561643835616,4.96,29,26,4.59,102,7.38,4,129
"166",20060224,"C",77,293,24.213698630137,5.37,25,16,4.79,101,7.53,7,224
"167",20060055,"OT",79,333,24.3945205479452,5.17,30.5,28,4.83,112,8.23,2,55
"168",20070088,"OG",76,310,23.4520547945205,5.08,30,27,4.65,106,7.8,3,88
"169",20070119,"OT",76,310,22.8630136986301,4.88,32,28,4.63,105,7.4,4,119
"170",20070130,"OG",74,310,23.8438356164384,5.4,25.5,24,4.81,93,8.24,4,130
"171",20070039,"OG",76,326,23.3698630136986,5.1,28.5,40,4.72,101,7.75,2,39
"172",20070005,"OT",78,324,23.1315068493151,5.42,25.5,31,4.89,97,7.87,1,5
"173",20070198,"C",76,305,23.7561643835616,5.15,26,31,4.65,102,7.51,6,198
"174",20070214,"OT",79,315,23.572602739726,5.65,27.5,21,4.92,97,8.1,7,214
"175",20070122,"OT",78,325,23.3232876712329,5.21,30,22,4.53,111,7.38,4,122
"176",20070163,"OT",76,305,24.2767123287671,5.1,32.5,34,4.4,103,7.5,5,163
"177",20070029,"OG",75,310,23.1479452054795,5.21,26.5,29,4.72,103,7.99,1,29
"178",20070115,"OG",75,303,22.9068493150685,5.36,24.5,29,4.8,96,8,4,115
"179",20070070,"OT",77,302,22.1452054794521,5.11,25.5,22,4.52,100,7.78,3,70
"180",20070091,"OT",79,340,22.5095890410959,5.12,28.5,20,4.87,109,7.6,3,91
"181",20070209,"OT",78,300,22.0191780821918,5.34,27,28,4.65,106,7.45,6,209
"182",20070059,"C",74,300,22.0958904109589,4.98,26,34,4.34,104,7.5,2,59
"183",20070189,"OT",77,300,23.3205479452055,5.09,32,20,4.47,106,7.44,6,189
"184",20070199,"C",75,299,23.4520547945205,5.33,28,27,4.53,105,7.48,6,199
"185",20070223,"OT",77,308,23.7780821917808,5.24,26.5,20,4.67,105,7.62,7,223
"186",20070230,"OG",76,304,23.6575342465753,5.16,29,23,4.74,102,7.47,7,230
"187",20070060,"C",75,300,22.4246575342466,5.26,33,25,4.29,101,7.47,2,60
